Proteins,Eliot PAR, Eliot EXO,Clov PAR, Clov EXO,Tato PAR, Tato EXO,Samo PAR, Samo EXO,Flash PAR, Flash EXO,Gus 2 PAR, Gus 2 EXO, Fritz 2 PAR,Fritz 2 EXO,Tessa 2 PAR,Tessa 2 EXO,Fritz 1 PAR,Fritz 1 EXO,Tessa 1 PAR,Tessa 1 EXO,Gus 1 PAR,Gus 1 EXO
Eukaryotic_translation_initiation_factor_4E_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280032200 PE=3 SV=1,17,0,12,2,16,6,18,4,18,2,14,0,19,4,15,0,14,7,12,0,10,0
Eukaryotic_translation_initiation_factor_5_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340008600 PE=4 SV=1,10,0,7,2,9,3,11,3,19,0,14,0,5,0,16,0,15,0,6,0,9,0
Eukaryotic_translation_initiation_factor_eIF-4E_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270023100 PE=3 SV=1,7,0,4,0,5,0,5,0,9,0,8,0,6,0,5,0,6,0,4,0,7,0
"Exosome subunit rrp6p homologue, putative OS=Leishmania infantum OX=5671 GN=LINF_340037400 PE=4 SV=1",6,0,8,0,5,0,8,0,4,0,5,0,9,0,5,0,8,0,5,0,3,0
Exosome_complex_exonuclease_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140005000 PE=4 SV=1,1,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,2,0,1,0,2,0
Exosome_complex_exonuclease_RRP40_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040006300 PE=4 SV=1,4,0,5,0,2,0,4,0,3,0,0,0,2,0,1,0,3,0,4,0,1,0
Exosome_complex_exonuclease_RRP45_homolog_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220022100 PE=3 SV=1,2,0,5,0,2,0,2,0,2,0,1,0,3,0,1,0,1,0,3,0,2,0
FACT complex subunit OS=Leishmania infantum OX=5671 GN=LINF_290005100 PE=3 SV=1,0,0,0,0,1,3,1,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0
FAD:protein FMN transferase OS=Leishmania infantum OX=5671 GN=LINF_350013000 PE=4 SV=1,10,0,9,0,15,0,16,0,18,0,8,0,7,0,7,0,12,0,13,0,8,0
FAD:protein FMN transferase OS=Leishmania infantum OX=5671 GN=LINF_350016600 PE=4 SV=1,116,30,105,8,112,25,180,26,137,43,94,26,121,28,96,0,118,18,133,24,86,17
FAD_dependent_oxidoreductase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320014900 PE=3 SV=1,2,0,2,0,0,0,4,0,0,0,2,0,5,0,2,0,0,0,0,0,2,0
Farnesyl pyrophosphate synthase OS=Leishmania infantum OX=5671 GN=FPPS PE=3 SV=1,8,9,8,2,13,2,14,0,19,6,11,8,22,8,12,0,23,7,7,2,15,9
Fatty acyl-CoA reductase OS=Leishmania infantum OX=5671 GN=LINF_240021900 PE=3 SV=1,9,2,2,0,0,0,4,0,1,0,2,5,15,3,0,0,0,0,2,0,5,0
Ferroxidase OS=Leishmania infantum OX=5671 GN=LINF_250016600 PE=3 SV=1,4,0,3,0,2,0,3,0,3,0,3,0,4,0,2,0,2,0,3,0,2,0
Fibrillarin OS=Leishmania infantum OX=5671 GN=LINF_360038800 PE=3 SV=1,11,10,11,12,12,29,14,16,13,13,5,5,18,14,9,4,15,14,16,18,7,0
Fibrillarin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190005800 PE=3 SV=1,13,3,16,10,13,11,11,10,11,6,9,3,12,4,10,3,15,0,14,10,11,0
Fip1_motif/Zinc_finger_C-x8-C-x5-C-x3-H_type_(And _similar)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050006800 PE=3 SV=1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Flagellar_Member_5 OS=Leishmania infantum OX=5671 GN=LINF_350029300 PE=4 SV=2,9,0,7,0,13,0,6,0,7,0,7,0,10,0,16,0,11,0,13,0,8,0
Flagellum_targeting_protein_kharon1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360068400 PE=4 SV=1,0,0,0,5,0,14,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,0
Flavoprotein subunit-like protein OS=Leishmania infantum OX=5671 GN=LINJ_07_0910 PE=4 SV=1,0,0,4,0,36,0,14,0,26,0,2,0,10,0,3,0,18,4,38,2,0,0
Formyltetrahydrofolate synthetase OS=Leishmania infantum OX=5671 GN=FTHS PE=3 SV=1,8,0,16,0,9,0,17,0,9,0,9,0,25,0,4,0,20,0,14,0,15,0
Fructose-bisphosphatase OS=Leishmania infantum OX=5671 GN=LINF_040016700 PE=3 SV=1,15,0,16,0,20,0,24,0,14,0,18,0,23,0,17,0,41,0,20,0,17,0
Fructose-bisphosphate aldolase OS=Leishmania infantum OX=5671 GN=ALD PE=3 SV=1,213,15,241,0,280,20,262,16,195,19,272,18,238,7,246,7,181,15,219,22,256,16
Fumarate hydratase OS=Leishmania infantum OX=5671 GN=fh PE=3 SV=1,31,21,39,2,25,0,27,2,24,15,40,31,24,5,45,4,34,21,35,6,37,19
Fumarate hydratase OS=Leishmania infantum OX=5671 GN=LINF_240007900 PE=3 SV=1,48,0,38,0,42,0,36,0,50,0,48,0,50,0,47,0,59,0,52,0,58,0
Fumarylacetoacetate_(FAA)_hydrolase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350029700 PE=3 SV=1,12,0,7,0,5,0,6,0,8,0,9,0,8,0,6,0,8,0,10,0,11,0
G5-interacting_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320019400 PE=4 SV=1,12,0,13,0,11,2,16,2,19,0,12,0,16,0,13,0,10,0,11,0,11,0
GAF_domain/TIP41-like_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230025300 PE=3 SV=1,6,4,6,0,4,0,4,0,6,0,9,0,5,0,3,0,9,3,8,0,8,0
Galactokinase-like protein OS=Leishmania infantum OX=5671 GN=LINF_350032700 PE=3 SV=1,72,2,70,0,100,0,59,0,96,12,50,9,80,12,51,0,115,4,95,0,62,8
Galactose_oxidase_-_central_domain/Kelch_motif/Do main_of_uncharacterized_function_(DUF4110)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160005800 PE=4 SV=1,0,3,0,3,0,3,0,3,0,4,0,0,0,2,0,0,0,15,0,2,0,0
Gamma-ECS OS=Leishmania infantum OX=5671 GN=GSH1 PE=3 SV=1,14,2,29,0,49,5,41,7,43,8,36,4,28,0,47,0,18,3,22,5,39,2
Gamma-soluble_NSF_attachment_protein_(SNAP-gamma)_(N-ethylmaleimide-sensitive_factor_attachment_protein_-_gamma)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340011000 PE=3 SV=1,2,5,2,0,5,0,6,0,6,4,3,6,5,0,3,0,5,0,6,2,8,2
"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase OS=Leishmania infantum OX=5671 GN=LINF_350058100 PE=3 SV=1",1,0,1,0,2,0,2,0,2,0,1,0,0,0,1,0,1,0,2,0,3,0
GDP-mannose pyrophosphorylase OS=Leishmania infantum OX=5671 GN=GDPMP PE=4 SV=1,55,17,42,6,29,0,12,4,44,5,39,11,43,0,49,0,50,8,54,12,54,15
Gim5A_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350042400 PE=4 SV=1,59,18,52,5,86,16,74,9,90,35,73,39,78,35,81,4,120,5,64,23,74,32
Glucokinase OS=Leishmania infantum OX=5671 GN=LINF_360030300 PE=4 SV=1,4,0,5,0,9,0,5,0,4,0,1,0,10,0,3,0,3,0,6,0,5,0
Glucosamine 6-phosphate N-acetyltransferase OS=Leishmania infantum OX=5671 GN=LINF_280039500 PE=3 SV=1,8,0,4,0,4,0,5,0,9,0,7,0,6,0,5,0,9,0,7,0,6,0
Glucosamine-6-phosphate isomerase OS=Leishmania infantum OX=5671 GN=LINF_320040100 PE=3 SV=1,18,3,12,0,14,0,30,0,23,0,17,5,24,3,16,0,18,0,13,3,15,0
"Glucose transporter, lmgt1 OS=Leishmania infantum OX=5671 GN=LINF_360073600 PE=4 SV=2",0,27,0,21,0,17,0,19,0,43,0,49,0,52,0,19,0,36,0,36,0,37
"Glucose transporter, lmgt2 OS=Leishmania infantum OX=5671 GN=LINF_360072900 PE=3 SV=1",3,29,2,17,8,15,9,21,6,60,5,57,10,81,21,21,2,38,13,46,4,42
Glucose-6-phosphate 1-dehydrogenase OS=Leishmania infantum OX=5671 GN=g6pdh PE=3 SV=1,54,13,33,0,48,0,39,0,45,10,47,29,51,0,58,0,48,4,32,0,63,14
Glucose-6-phosphate 1-epimerase OS=Leishmania infantum OX=5671 GN=LINF_340040800 PE=3 SV=1,17,5,31,0,24,0,24,0,23,0,15,5,21,0,22,0,34,0,37,0,19,3
Glucose-6-phosphate isomerase OS=Leishmania infantum OX=5671 GN=PGI PE=3 SV=1,77,27,78,0,122,10,106,4,122,37,124,41,101,11,141,0,221,26,120,31,120,21
Glucosidase_II_beta_subunit-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260014900 PE=4 SV=1,3,0,6,0,0,0,13,0,4,0,0,0,7,0,1,0,4,0,4,0,5,0
Glutamate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_280037300 PE=3 SV=1,92,6,71,0,104,0,23,0,57,8,69,6,81,4,83,0,81,5,37,0,94,4
Glutamate_5-kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260033000 PE=3 SV=1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,6,0,1,0,2,0
Glutamate-5-semialdehyde dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_320038900 PE=3 SV=1,5,0,6,0,6,0,9,0,7,2,4,0,5,0,4,0,4,0,4,0,2,0
Glutamine amidotransferase OS=Leishmania infantum OX=5671 GN=LINF_220006100 PE=4 SV=1,16,10,16,0,25,0,19,5,13,4,14,6,32,3,12,0,18,3,10,0,13,5
Glutamine--fructose-6-phosphate transaminase (isomerizing) OS=Leishmania infantum OX=5671 GN=LINF_060015200 PE=4 SV=1,3,0,2,0,0,0,2,0,0,0,1,0,1,0,2,0,2,0,2,0,0,0
Glutamine--tRNA ligase OS=Leishmania infantum OX=5671 GN=LINF_150022500 PE=3 SV=1,15,13,26,8,20,26,22,21,21,19,16,7,34,22,15,0,33,54,18,4,15,0
Glutaminyl_cyclase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050014700 PE=4 SV=1,1,0,0,0,3,0,4,0,2,0,3,2,2,0,4,0,2,0,7,0,3,0
Glutamyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_300038100 PE=3 SV=1,3,4,6,3,9,9,11,13,27,22,29,11,16,35,32,0,12,28,7,3,24,7
Glutaredoxin/Glutathione_S-transferase_-_N-terminal_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260020400 PE=4 SV=1,6,0,4,0,2,0,6,0,3,0,2,0,2,0,1,0,3,0,4,0,3,0
Glutathione peroxidase OS=Leishmania infantum OX=5671 GN=LINF_260013100 PE=3 SV=1,32,21,32,9,42,5,35,4,42,28,31,28,24,12,23,6,37,14,32,15,39,24
Glutathione synthetase OS=Leishmania infantum OX=5671 GN=LINF_140015200 PE=3 SV=1,9,3,15,0,14,0,12,0,18,3,10,8,28,0,12,0,7,3,12,0,13,2
Glutathione-S-transferase/glutaredoxin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140021300 PE=4 SV=1,1,0,3,0,1,0,9,0,3,0,1,0,13,0,2,0,4,0,1,0,3,0
Glyceraldehyde-3-phosphate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_300035000 PE=3 SV=1,149,59,235,21,161,46,106,14,156,82,171,99,217,65,175,38,214,34,208,66,173,77
Glyceraldehyde-3-phosphate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_360030600 PE=3 SV=1,111,19,88,4,81,0,36,0,54,13,30,12,48,4,64,6,86,5,60,5,35,7
Glyceraldehyde-3-phosphate dehydrogenase-like protein OS=Leishmania infantum OX=5671 GN=LINF_350053100 PE=3 SV=1,7,0,8,0,10,0,7,0,10,0,8,0,7,0,7,0,4,0,9,0,9,2
Glycerol kinase OS=Leishmania infantum OX=5671 GN=LINF_350036100 PE=3 SV=1,10,0,10,0,11,0,11,0,23,0,16,0,21,0,9,0,19,0,25,0,19,0
Glycerol-3-phosphate acyl transferase OS=Leishmania infantum OX=5671 GN=GAT PE=4 SV=1,2,0,3,0,0,0,1,0,4,0,0,0,3,0,2,0,1,0,1,0,2,0
Glycerol-3-phosphate dehydrogenase [NAD(+)] OS=Leishmania infantum OX=5671 GN=GPD PE=3 SV=1,40,0,26,0,31,0,46,0,38,0,25,0,42,0,21,0,35,0,33,0,25,0
Glycerol-3-phosphate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_280007300 PE=3 SV=2,23,0,24,0,22,2,30,0,28,2,25,6,30,2,19,0,29,0,22,0,26,2
Glycerophosphoryl_diester_phosphodiesterase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280027700 PE=4 SV=1,4,0,2,0,4,0,2,0,1,0,3,0,3,0,5,0,2,0,6,0,4,0
Glycerophosphoryl_diester_phosphodiesterase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240027800 PE=4 SV=1,11,3,11,0,7,3,15,0,14,7,9,8,11,0,5,0,9,0,10,5,7,2
Glycine cleavage system H protein OS=Leishmania infantum OX=5671 GN=GCVH PE=3 SV=1,13,0,9,0,11,0,7,0,14,0,10,0,8,0,9,0,18,0,9,0,11,0
Glycine cleavage system P protein OS=Leishmania infantum OX=5671 GN=GCVP PE=3 SV=1,6,0,30,0,17,0,3,0,9,3,6,3,2,0,5,0,13,2,24,0,9,2
Glycogen synthase kinase 3 OS=Leishmania infantum OX=5671 GN=GSK3 PE=3 SV=1,20,2,19,8,33,14,21,36,34,6,21,3,33,3,25,0,28,15,16,7,22,0
Glycoprotein_96-92_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280028900 PE=4 SV=1,0,0,0,0,8,0,3,0,0,0,0,0,6,0,10,0,1,0,0,0,4,0
Glycosomal membrane like protein OS=Leishmania infantum OX=5671 GN=LINF_240006200 PE=4 SV=1,6,0,4,0,4,0,5,0,7,0,3,5,5,0,1,0,6,0,5,0,6,5
Glycosomal membrane protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_280029300 PE=4 SV=1,7,0,3,0,3,0,3,0,2,0,0,0,2,0,0,0,0,0,4,0,1,0
Glycosomal_membrane_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280029400 PE=4 SV=1,46,21,45,0,46,11,42,6,41,21,56,28,49,25,43,5,43,0,51,21,50,34
Glycosome import protein OS=Leishmania infantum OX=5671 GN=PEX2 PE=3 SV=1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Glycosyltransferase_(GlcNAc)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_170017300 PE=4 SV=1,1,0,0,0,1,4,2,3,0,3,1,5,0,0,1,0,1,0,1,2,1,4
Glycylpeptide N-tetradecanoyltransferase OS=Leishmania infantum OX=5671 GN=NMT PE=3 SV=1,15,4,12,4,24,11,20,14,25,13,13,10,26,4,15,0,8,8,11,5,16,6
Glyoxalase I OS=Leishmania infantum OX=5671 GN=GLO1 PE=3 SV=1,0,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,1,0
Glyoxalase II OS=Leishmania infantum OX=5671 GN=Glo2 PE=1 SV=1,4,0,10,0,9,0,8,0,13,0,11,0,7,0,11,0,19,0,14,0,14,0
GMP reductase OS=Leishmania infantum OX=5671 GN=GMPR PE=3 SV=1,35,16,18,2,24,4,39,0,31,15,37,17,39,26,24,6,24,13,26,27,26,25
GMP-PDE_-_delta_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270027100 PE=3 SV=1,11,7,8,4,11,6,10,4,11,8,15,10,11,5,10,3,15,8,9,5,12,7
GNL3L/Grn1_putative_GTPase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190007200 PE=4 SV=1,0,0,1,9,1,4,1,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0
Golgi_reassembly_stacking_protein_(GRASP_homologu e)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330032900 PE=4 SV=1,3,0,7,0,5,0,6,0,6,0,4,0,3,0,4,0,4,0,7,0,3,0
GPR1/FUN34/yaaH_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030008600 PE=3 SV=1,5,0,8,0,0,0,2,0,6,0,0,0,4,0,3,0,3,0,6,0,4,0
GPR1/FUN34/yaaH_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030008700 PE=3 SV=1,2,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0
GRAM_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040007500 PE=4 SV=1,12,4,16,0,17,0,12,0,10,0,13,3,12,0,25,0,26,0,8,2,20,3
GRIP domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_11_0070 PE=4 SV=1,3,0,3,0,14,0,16,0,17,0,28,0,16,0,15,0,12,0,36,0,29,0
GrpE protein homolog OS=Leishmania infantum OX=5671 GN=LINF_300012500 PE=3 SV=1,14,0,13,0,13,0,14,0,16,0,15,0,13,0,10,0,18,0,13,0,17,0
GTPase_activating_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360075000 PE=4 SV=1,2,0,2,0,1,0,1,4,2,0,1,0,2,0,3,0,2,0,1,0,3,0
GTP-binding nuclear protein OS=Leishmania infantum OX=5671 GN=LINF_250020400 PE=3 SV=1,31,16,28,14,31,20,27,18,31,22,31,13,30,20,31,7,32,13,30,15,27,16
Guanine deaminase OS=Leishmania infantum OX=5671 GN=LINF_290014000 PE=3 SV=1,12,7,11,0,3,0,6,0,9,2,5,5,11,0,2,0,8,0,10,0,5,0
Guanine nucleotide-binding protein beta subunit-like protein OS=Leishmania infantum OX=5671 GN=LINF_240006000 PE=4 SV=1,5,0,4,0,4,0,4,4,4,0,2,0,3,0,0,0,0,0,2,0,2,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LACK1 PE=2 SV=1,100,18,123,21,82,31,94,41,90,29,68,20,88,31,70,2,87,43,99,16,68,14
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_060005200 PE=3 SV=1,89,38,95,22,83,17,62,18,90,41,74,42,93,41,95,10,135,88,94,43,71,20
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_080009200 PE=3 SV=1,35,2,32,0,39,0,28,3,41,11,11,0,45,6,12,0,32,13,27,0,19,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_100014500 PE=3 SV=1,6,0,8,0,4,0,3,0,8,0,2,0,10,0,3,0,7,0,6,0,5,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_140011200 PE=3 SV=1,3,0,6,2,2,6,3,0,3,0,0,0,4,2,1,0,2,6,2,0,1,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_180013500 PE=3 SV=2,4,0,6,0,1,0,4,0,5,0,2,0,3,0,2,0,2,0,4,0,2,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_190015400 PE=3 SV=1,6,0,9,0,5,0,5,0,4,0,4,0,5,0,5,0,3,0,7,0,3,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_190021900 PE=3 SV=1,4,3,7,0,3,0,3,0,4,0,1,3,5,0,3,0,8,3,4,0,1,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_210005900 PE=3 SV=1,2,3,3,0,1,0,0,0,2,3,0,3,2,3,2,0,1,0,2,2,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_220018600 PE=3 SV=1,0,0,2,0,2,0,2,0,0,0,2,2,3,0,2,0,0,0,0,0,1,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_240025100 PE=3 SV=1,3,0,6,0,1,0,3,0,5,0,3,0,5,0,2,0,4,0,4,0,5,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_240028800 PE=3 SV=1,0,0,2,0,0,0,1,3,2,0,0,0,0,2,0,0,0,5,1,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_250009500 PE=3 SV=1,6,0,8,0,5,0,8,0,5,0,2,0,6,0,3,0,6,0,8,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_270018900 PE=3 SV=1,18,0,25,0,15,6,17,5,17,2,16,2,24,0,15,0,19,0,20,4,15,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_280016800 PE=3 SV=1,7,0,9,0,1,0,2,0,5,2,4,0,5,0,5,0,4,0,8,0,3,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_290012400 PE=3 SV=1,1,0,3,0,0,0,2,0,2,0,1,0,2,0,2,0,0,3,0,0,1,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_300009200 PE=3 SV=1,2,0,2,0,4,0,2,0,2,0,1,0,1,0,2,0,1,0,3,0,1,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_300039800 PE=3 SV=1,3,0,8,0,6,0,1,0,4,0,0,0,2,0,5,0,10,5,5,0,2,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_360051300 PE=3 SV=1,4,0,8,0,4,0,5,0,5,0,2,0,3,0,2,0,3,8,4,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINJ_17_0280 PE=3 SV=1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINJ_33_0780 PE=3 SV=1,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0
Guanylate kinase OS=Leishmania infantum OX=5671 GN=LINF_330018400 PE=3 SV=1,1,0,3,0,4,0,4,0,5,0,4,0,3,0,10,0,2,0,2,0,7,0
Guide_RNA_associated_protein_-_GAP2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220011900 PE=4 SV=1,16,0,13,0,15,0,14,0,16,0,14,0,13,0,12,0,11,0,14,0,15,0
Guide_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080016600 PE=4 SV=1,2,0,0,0,2,0,2,0,3,0,1,0,0,0,3,0,0,0,2,0,2,0
H(+)-exporting diphosphatase OS=Leishmania infantum OX=5671 GN=LINF_310018700 PE=3 SV=1,86,62,79,40,123,112,63,44,88,107,86,115,74,102,131,39,106,30,93,104,114,105
H(+)-transporting two-sector ATPase OS=Leishmania infantum OX=5671 GN=LINF_340044200 PE=3 SV=1,81,21,80,10,72,25,79,40,68,13,79,25,79,30,91,0,94,7,93,34,88,9
H/ACA ribonucleoprotein complex subunit OS=Leishmania infantum OX=5671 GN=LINF_340050700 PE=3 SV=1,5,0,8,0,7,0,7,0,6,0,6,0,8,0,6,0,6,0,7,0,6,0
H1 histone-like protein OS=Leishmania infantum OX=5671 GN=LINF_330042600 PE=4 SV=1,0,0,1,0,0,0,0,0,0,0,4,0,10,0,2,0,2,0,0,0,5,0
Haloacid dehalogenase-like hydrolase-like protein OS=Leishmania infantum OX=5671 GN=LINF_280019300 PE=4 SV=1,6,0,8,0,6,0,6,0,9,0,2,0,11,0,7,0,4,0,8,0,2,0
Haloacid_dehalogenase-like_hydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280019500 PE=4 SV=1,4,0,8,0,7,0,5,0,9,0,5,3,6,0,8,0,3,0,3,0,9,0
Haloacid_dehalogenase-like_hydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360069000 PE=4 SV=1,59,17,49,4,43,8,65,5,69,9,45,16,72,12,40,0,55,20,40,7,41,11
HD_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320032300 PE=4 SV=1,3,0,4,0,8,0,2,0,7,3,2,0,7,0,5,0,2,2,5,0,3,0
HEAT repeat-containing protein 1 OS=Leishmania infantum OX=5671 GN=LINF_260023200 PE=3 SV=1,19,0,27,3,15,3,19,2,24,0,8,0,22,0,7,0,15,0,21,0,7,0
Heat shock protein 70-related protein OS=Leishmania infantum OX=5671 GN=HSP70.4 PE=3 SV=1,152,76,152,37,144,47,152,49,132,42,129,73,151,49,92,9,152,35,141,75,124,30
Heat shock protein 83-1 OS=Leishmania infantum OX=5671 GN=HSP83-2 PE=3 SV=1,319,104,470,59,400,106,479,84,480,135,245,118,432,132,236,38,343,222,342,138,196,85
HEAT_repeats/HEAT_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180011900 PE=4 SV=1,29,12,36,2,37,0,36,5,46,6,24,15,44,0,30,2,45,4,25,7,32,6
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280017800 PE=3 SV=1,201,62,198,38,175,32,222,20,171,54,177,81,197,80,164,31,184,20,181,46,169,78
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300030000 PE=3 SV=1,198,0,206,0,210,0,223,0,197,0,205,0,215,0,193,0,226,0,255,0,172,0
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300030200 PE=3 SV=1,369,0,449,0,414,0,451,0,353,0,359,0,369,0,320,0,331,0,473,0,308,0
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300030600 PE=3 SV=1,368,16,447,0,413,21,451,8,352,48,359,45,368,32,318,0,329,7,471,36,306,33
Heat_shock_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330033000 PE=3 SV=1,75,0,81,0,72,0,81,0,87,0,46,0,87,3,47,0,99,4,74,0,50,0
Heat_shock_protein_110_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180019100 PE=4 SV=1,217,76,239,39,220,60,243,113,256,66,190,78,259,44,178,17,273,78,205,79,187,43
Heat_shock_protein_20_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290032200 PE=3 SV=1,4,0,13,0,12,0,15,0,16,2,3,0,11,0,4,0,15,0,12,0,5,0
Heat_shock_protein_90_-_putative OS=Leishmania infantum OX=5671 GN=LPG3 PE=3 SV=1,45,24,77,15,42,9,69,0,42,23,58,28,73,30,61,10,69,11,72,14,56,27
Heat_shock_protein_DNAJ_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220005800 PE=4 SV=1,5,4,6,0,3,6,6,7,9,4,3,2,9,9,2,0,4,3,3,10,2,0
Heat_shock_protein_DNAJ_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270032200 PE=3 SV=1,91,29,110,12,95,15,98,19,83,20,79,32,109,21,86,10,111,20,81,25,78,13
