"","x"
"1160","Plasma membrane ATPase OS=Leishmania infantum OX=5671 GN=H1A-1 PE=3 SV=1"
"1161","Plasma-membrane_choline_transporter_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360029200 PE=3 SV=1"
"1162","Plastid-encoded RNA polymerase subunit alpha OS=Leishmania infantum OX=5671 GN=LINF_190011500 PE=4 SV=1"
"1163","Plastid-encoded RNA polymerase subunit alpha OS=Leishmania infantum OX=5671 GN=LINF_290006300 PE=3 SV=1"
"1164","Poly(A)-binding_protein_3 OS=Leishmania infantum OX=5671 GN=PABP3 PE=3 SV=1"
"1165","Poly(A)-specific ribonuclease OS=Leishmania infantum OX=5671 GN=LINF_220022600 PE=3 SV=1"
"1166","Polyadenylate-binding protein OS=Leishmania infantum OX=5671 GN=PABP1 PE=3 SV=2"
"1167","Polyadenylate-binding protein OS=Leishmania infantum OX=5671 GN=PABP2 PE=3 SV=1"
"1168","Polyprenyl_synthase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190007000 PE=4 SV=2"
"1169","Poly-zinc_finger_protein_2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360022700 PE=4 SV=1"
"1170","Possible_lysine_decarboxylase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150005300 PE=4 SV=1"
"1171","PQ_loop_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260025700 PE=4 SV=1"
"1172","PRA1 family protein OS=Leishmania infantum OX=5671 GN=LINF_330023500 PE=3 SV=1"
"1173","Prefoldin subunit 3 OS=Leishmania infantum OX=5671 GN=LINF_260018800 PE=3 SV=1"
"1174","Prefoldin_subunit_2_-__putative OS=Leishmania infantum OX=5671 GN=LINF_090012600 PE=3 SV=1"
"1175","Pre-mRNA cleavage complex II Clp1-like protein OS=Leishmania infantum OX=5671 GN=LINF_300029500 PE=4 SV=1"
"1176","Pre-mRNA-processing factor 19 OS=Leishmania infantum OX=5671 GN=LINF_270033000 PE=3 SV=1"
"1177","Pre-RNA_processing_PIH1/Nop17_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290026100 PE=3 SV=1"
"1178","Pretranslocation_protein_-_alpha_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_110016500 PE=3 SV=1"
"1179","Probable citrate synthase, mitochondrial OS=Leishmania infantum OX=5671 GN=LinJ18.0690 PE=3 SV=1"
"1180","Probable eukaryotic initiation factor 4A OS=Leishmania infantum OX=5671 GN=LinJ01.0780 PE=3 SV=1"
"1181","Probable flavin mononucleotide-dependent alkene reductase OS=Leishmania infantum OX=5671 GN=LINJ.12.0730 PE=1 SV=1"
"1182","Probable methylthioribulose-1-phosphate dehydratase OS=Leishmania infantum OX=5671 GN=LinJ28.1900 PE=3 SV=1"
"1183","Profilin OS=Leishmania infantum OX=5671 GN=LINF_320010500 PE=3 SV=1"
"1184","Programmed cell death 6 protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_130020000 PE=4 SV=1"
"1185","Prohibitin OS=Leishmania infantum OX=5671 GN=LINF_160022200 PE=3 SV=1"
"1186","Prohibitin OS=Leishmania infantum OX=5671 GN=LINF_350005800 PE=3 SV=1"
"1187","Proliferating cell nuclear antigen OS=Leishmania infantum OX=5671 GN=LINF_150022600 PE=3 SV=1"
"1188","Proline dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_260021100 PE=3 SV=1"
"1189","Prolyl oligopeptidase OS=Leishmania infantum OX=5671 GN=LINF_360079300 PE=3 SV=1"
"1190","Prolyl oligopeptidase OS=Leishmania infantum OX=5671 GN=OPB PE=3 SV=1"
"1191","Prolyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_180017700 PE=3 SV=1"
"1192","Prolyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINJ_18_1220 PE=3 SV=1"
"1193","Prostaglandin f2-alpha synthase/D-arabinose dehydrogenase OS=Leishmania infantum OX=5671 GN=PGFS PE=4 SV=1"
"1194","Prostaglandin_f_synthase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320009700 PE=4 SV=1"
"1195","Proteasome subunit alpha type OS=Leishmania infantum OX=5671 GN=91E11 PE=1 SV=1"
"1196","Proteasome subunit alpha type OS=Leishmania infantum OX=5671 GN=LINF_110007300 PE=1 SV=1"
"1197","Proteasome subunit alpha type OS=Leishmania infantum OX=5671 GN=LINF_140008100 PE=1 SV=1"
"1198","Proteasome subunit alpha type OS=Leishmania infantum OX=5671 GN=LINF_210028100 PE=1 SV=1"
"1199","Proteasome subunit alpha type OS=Leishmania infantum OX=5671 GN=LINF_350054100 PE=1 SV=1"
"1200","Proteasome subunit alpha type OS=Leishmania infantum OX=5671 GN=LINF_360022300 PE=1 SV=1"
"1201","Proteasome subunit beta OS=Leishmania infantum OX=5671 GN=LINF_060006500 PE=1 SV=1"
"1202","Proteasome subunit beta OS=Leishmania infantum OX=5671 GN=LINF_120005200 PE=1 SV=2"
"1203","Proteasome subunit beta OS=Leishmania infantum OX=5671 GN=LINF_280006000 PE=1 SV=1"
"1204","Proteasome subunit beta OS=Leishmania infantum OX=5671 GN=LINF_340051100 PE=1 SV=1"
"1205","Proteasome subunit beta OS=Leishmania infantum OX=5671 GN=LINF_350043800 PE=1 SV=1"
"1206","Proteasome subunit beta OS=Leishmania infantum OX=5671 GN=LINF_360008400 PE=1 SV=1"
"1207","Proteasome subunit beta OS=Leishmania infantum OX=5671 GN=LINF_360022900 PE=1 SV=1"
"1208","Proteasome_activator_protein_pa26_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350012100 PE=4 SV=1"
"1209","Proteasome_alpha_7_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270006800 PE=1 SV=1"
"1210","Proteasome_complex_subunit_Rpn13_ubiquitin_receptor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350022600 PE=4 SV=1"
"1211","Proteasome_regulatory_ATPase_subunit_1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220011100 PE=3 SV=1"
"1212","Proteasome_regulatory_ATPase_subunit_2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130015900 PE=3 SV=1"
"1213","Proteasome_regulatory_ATPase_subunit_5_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220011600 PE=3 SV=1"
"1214","Proteasome_regulatory_ATPase_subunittcc1l8.3_-_putative OS=Leishmania infantum OX=5671 GN=LINF_120007200 PE=3 SV=1"
"1215","Proteasome_regulatory_non-ATP-ase_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_070018000 PE=3 SV=1"
"1216","Proteasome_regulatory_non-ATPase_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290006100 PE=4 SV=1"
"1217","Proteasome_regulatory_non-ATP-ase_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320035300 PE=4 SV=1"
"1218","Proteasome_regulatory_non-ATPase_subunit_11_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340012100 PE=4 SV=1"
"1219","Proteasome_regulatory_non-ATP-ase_subunit_2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280023600 PE=3 SV=1"
"1220","Proteasome_regulatory_non-ATP-ase_subunit_5_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210013400 PE=3 SV=1"
"1221","Proteasome_regulatory_non-ATPase_subunit_6_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020008700 PE=3 SV=1"
"1222","Proteasome_regulatory_non-ATP-ase_subunit_9_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190016600 PE=4 SV=1"
"1223","Protein disulfide isomerase OS=Leishmania infantum OX=5671 GN=PDI-1 PE=4 SV=1"
"1224","Protein disulfide-isomerase OS=Leishmania infantum OX=5671 GN=PDI-2 PE=3 SV=1"
"1225","Protein DPCD OS=Leishmania infantum OX=5671 GN=LINF_280027000 PE=3 SV=1"
"1226","Protein kinase A catalytic subunit isoform 1 OS=Leishmania infantum OX=5671 GN=LINF_350045600 PE=3 SV=1"
"1227","Protein kinase A catalytic subunit OS=Leishmania infantum OX=5671 GN=PKAC1 PE=3 SV=1"
"1228","Protein kinase domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_13_0670 PE=4 SV=1"
"1229","Protein kinase domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_14_1140 PE=4 SV=1"
"1230","Protein phosphatase 2C-like protein OS=Leishmania infantum OX=5671 GN=LINF_340030900 PE=3 SV=2"
"1231","Protein phosphatase 2C-like protein OS=Leishmania infantum OX=5671 GN=LINF_360010600 PE=4 SV=1"
"1232","Protein phosphatase methylesterase 1 OS=Leishmania infantum OX=5671 GN=LINF_320014700 PE=3 SV=1"
"1233","Protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_250027500 PE=3 SV=1"
"1234","Protein SEY1 homolog OS=Leishmania infantum OX=5671 GN=LinJ32.0740 PE=3 SV=2"
"1235","Protein transport protein SEC23 OS=Leishmania infantum OX=5671 GN=LINF_100008500 PE=3 SV=1"
"1236","Protein transport protein SEC23 OS=Leishmania infantum OX=5671 GN=LINF_360075700 PE=3 SV=1"
"1237","Protein tyrosine phosphatase-like protein OS=Leishmania infantum OX=5671 GN=LINF_160007400 PE=4 SV=1"
"1238","Protein tyrosine phosphatase-likie protein OS=Leishmania infantum OX=5671 GN=LINF_160007600 PE=4 SV=1"
"1239","Protein_disulfide_isomerase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260011600 PE=3 SV=1"
"1240","Protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030006900 PE=4 SV=1"
"1241","Protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310040700 PE=3 SV=1"
"1242","Protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330025600 PE=4 SV=1"
"1243","Protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340005200 PE=3 SV=1"
"1244","Protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340026000 PE=4 SV=1"
"1245","Protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350015200 PE=3 SV=1"
"1246","Protein_kinase_-_putativeGeneDB:LmjF.15.0770 OS=Leishmania infantum OX=5671 GN=LINF_150015500 PE=4 SV=1"
"1247","Protein_kinase_A_regulatory_subunit OS=Leishmania infantum OX=5671 GN=LINF_130006500 PE=4 SV=1"
"1248","Protein_mkt1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300040000 PE=4 SV=1"
"1249","Protein_of_uncharacterized_function_(DUF1014)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_130010100 PE=3 SV=1"
"1250","Protein_of_uncharacterized_function_(DUF1295 )/Phospholipid_methyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250020900 PE=4 SV=1"
"1251","Protein_of_uncharacterized_function_(DUF1861)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_100020300 PE=4 SV=1"
"1252","Protein_of_uncharacterized_function_(DUF1861)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_100020400 PE=4 SV=1"
"1253","Protein_of_uncharacterized_function_(DUF1861)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_100020500 PE=4 SV=1"
"1254","Protein_of_uncharacterized_function_(DUF1861)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_100020600 PE=4 SV=1"
"1255","Protein_of_uncharacterized_function_(DUF1861)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_100020700 PE=4 SV=1"
"1256","Protein_of_uncharacterized_function_(DUF1861)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_100020800 PE=4 SV=1"
"1257","Protein_of_uncharacterized_function_(DUF1861)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_100020900 PE=4 SV=1"
"1258","Protein_of_uncharacterized_function_(DUF2009)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_350047400 PE=4 SV=1"
"1259","Protein_of_uncharacterized_function_(DUF2012)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_260011800 PE=4 SV=1"
"1260","Protein_of_uncharacterized_function_(DUF2817)_-_p utative OS=Leishmania infantum OX=5671 GN=LINF_300035300 PE=4 SV=1"
"1261","Protein_of_uncharacterized_function_(DUF3638)/Pro tein_of_uncharacterized_function_(DUF3645)/Zn-finger_in_Ran_binding_protein_and_others_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310018600 PE=4 SV=1"
"1262","Protein_of_uncharacterized_function_(DUF3808 )/Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300042700 PE=4 SV=1"
"1263","Protein_of_uncharacterized_function_(DUF423)_-_pu tative OS=Leishmania infantum OX=5671 GN=LINF_280020800 PE=4 SV=1"
"1264","Protein_of_uncharacterized_function_(DUF423)_-_pu tative OS=Leishmania infantum OX=5671 GN=LINF_280021000 PE=4 SV=1"
"1265","Protein_phosphatase_-_putative OS=Leishmania infantum OX=5671 GN=PP2C PE=3 SV=1"
"1266","Protein_phosphatase_2C_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150006600 PE=4 SV=1"
"1267","Protein_transport_protein_SEC13_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320005500 PE=3 SV=1"
"1268","Protein_transport_protein_Sec24A_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290007100 PE=4 SV=1"
"1269","Protein_transport_protein_Sec24C_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250019600 PE=4 SV=1"
"1270","Protein-serine/threonine kinase OS=Leishmania infantum OX=5671 GN=LINF_200007900 PE=3 SV=1"
"1271","Protein-serine/threonine kinase OS=Leishmania infantum OX=5671 GN=LINJ_24_0010 PE=3 SV=1"
"1272","Protein-serine/threonine phosphatase OS=Leishmania infantum OX=5671 GN=LINF_180006500 PE=3 SV=1"
"1273","Protoporphyrinogen oxidase-like protein OS=Leishmania infantum OX=5671 GN=LINF_060019000 PE=4 SV=1"
"1274","Pteridine reductase 1 OS=Leishmania infantum OX=5671 GN=PTR1 PE=4 SV=1"
"1275","PTP1-interacting_protein_-_39_kDa_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340019600 PE=4 SV=1"
"1276","PUB_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360006300 PE=4 SV=1"
"1277","PUF1_-_putative OS=Leishmania infantum OX=5671 GN=PUF1 PE=4 SV=1"
"1278","Pumilio/PUF_RNA_binding_protein_7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320023200 PE=4 SV=1"
"1279","Pumilio_protein_2_-_putative OS=Leishmania infantum OX=5671 GN=PUF2 PE=4 SV=1"
"1280","Pumilio_protein_6_-_putative OS=Leishmania infantum OX=5671 GN=PUF6 PE=4 SV=1"
"1281","Pumillio_protein_10_-_putative OS=Leishmania infantum OX=5671 GN=PUF10 PE=4 SV=1"
"1282","Pumillio_protein_8_-_putative OS=Leishmania infantum OX=5671 GN=PUF8 PE=4 SV=1"
"1283","Putative 3-ketoacyl-CoA thiolase-like protein OS=Leishmania infantum OX=5671 GN=LINJ_31_1660 PE=3 SV=2"
"1284","Putative 40S ribosomal protein L14 OS=Leishmania infantum OX=5671 GN=LINJ_22_1370 PE=3 SV=1"
"1285","Putative 40S ribosomal protein S4 OS=Leishmania infantum OX=5671 GN=LINJ_13_1130 PE=3 SV=1"
"1286","Putative 60S ribosomal protein L17 OS=Leishmania infantum OX=5671 GN=LINF_240005200 PE=3 SV=1"
"1287","Putative 60S ribosomal protein L19 OS=Leishmania infantum OX=5671 GN=LINF_060009400 PE=3 SV=1"
"1288","Putative 60S ribosomal protein L7 OS=Leishmania infantum OX=5671 GN=LINJ_26_0150 PE=3 SV=1"
"1289","Putative 60S ribosomal subunit protein L31 OS=Leishmania infantum OX=5671 GN=LINJ_35_3340 PE=3 SV=1"
"1290","Putative ATP-dependent RNA helicase OS=Leishmania infantum OX=5671 GN=LINJ_17_1030 PE=4 SV=2"
"1291","Putative calpain-like cysteine peptidase OS=Leishmania infantum OX=5671 GN=LINF_200018000 PE=4 SV=1"
"1292","Putative cAMP-specific phosphodiesterase OS=Leishmania infantum OX=5671 GN=LINF_040005200 PE=4 SV=1"
"1293","Putative co-chaperone, GrpE OS=Leishmania infantum OX=5671 GN=LINJ_30_0770 PE=3 SV=1"
"1294","Putative cysteine peptidase, Clan CA, family C2 OS=Leishmania infantum OX=5671 GN=LINJ_27_2520 PE=4 SV=1"
"1295","Putative DNAJ domain protein OS=Leishmania infantum OX=5671 GN=LINF_360010300 PE=4 SV=1"
"1296","Putative eukaryotic initiation factor 5a OS=Leishmania infantum OX=5671 GN=EIF5A2 PE=3 SV=1"
"1297","Putative eukaryotic translation initiation factor 2 subunit OS=Leishmania infantum OX=5671 GN=LINF_090018100 PE=4 SV=1"
"1298","Putative folate/biopterin transporter OS=Leishmania infantum OX=5671 GN=LINJ_10_0390 PE=3 SV=2"
"1299","Putative G-actin binding protein OS=Leishmania infantum OX=5671 GN=LINF_340028300 PE=3 SV=1"
"1300","Putative glutamine synthetase OS=Leishmania infantum OX=5671 GN=LINJ_06_0370 PE=3 SV=1"
"1301","Putative GTP-binding protein OS=Leishmania infantum OX=5671 GN=LINF_350058700 PE=4 SV=1"
"1302","Putative IgE-dependent histamine-releasing factor OS=Leishmania infantum OX=5671 GN=LINF_240020500 PE=3 SV=1"
"1303","Putative immunodominant antigen OS=Leishmania infantum OX=5671 GN=LINF_140015400 PE=4 SV=1"
"1304","Putative lanosterol 14-alpha-demethylase OS=Leishmania infantum OX=5671 GN=CYP51 PE=1 SV=1"
"1305","Putative nonspecific lipid-transfer protein OS=Leishmania infantum OX=5671 GN=LINF_150007700 PE=4 SV=1"
"1306","Putative nucleolar RNA binding protein OS=Leishmania infantum OX=5671 GN=LINJ_15_1430 PE=4 SV=1"
"1307","Putative nucleolar RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINJ_07_1140 PE=4 SV=2"
"1308","Putative p22 protein OS=Leishmania infantum OX=5671 GN=LINJ_30_1030 PE=4 SV=1"
"1309","Putative p450 reductase OS=Leishmania infantum OX=5671 GN=LINF_280018200 PE=4 SV=1"
"1310","Putative p-nitrophenylphosphatase OS=Leishmania infantum OX=5671 GN=LINJ_31_2410 PE=4 SV=1"
"1311","Putative PRP8 protein homologue OS=Leishmania infantum OX=5671 GN=LINJ_35_4000 PE=4 SV=1"
"1312","Putative P-type ATPase OS=Leishmania infantum OX=5671 GN=LINF_170012300 PE=4 SV=1"
"1313","Putative pyruvate dehydrogenase E1 component alpha subunit OS=Leishmania infantum OX=5671 GN=LINF_180019200 PE=4 SV=1"
"1314","Putative quinone oxidoreductase OS=Leishmania infantum OX=5671 GN=LINF_030010500 PE=4 SV=1"
"1315","Putative rab1 small GTP-binding protein OS=Leishmania infantum OX=5671 GN=LINF_100018900 PE=4 SV=1"
"1316","Putative rab11B GTPase OS=Leishmania infantum OX=5671 GN=LINF_320024200 PE=4 SV=1"
"1317","Putative rab7 GTP binding protein OS=Leishmania infantum OX=5671 GN=RAB7 PE=4 SV=1"
"1318","Putative rac serine-threonine kinase OS=Leishmania infantum OX=5671 GN=LINF_300013400 PE=4 SV=1"
"1319","Putative Ran-binding protein 1 OS=Leishmania infantum OX=5671 GN=LINF_130020200 PE=4 SV=1"
"1320","Putative ras-like small GTPases OS=Leishmania infantum OX=5671 GN=LINF_050005200 PE=3 SV=1"
"1321","Putative ras-like small GTPases OS=Leishmania infantum OX=5671 GN=LINF_130021100 PE=3 SV=1"
"1322","Putative ras-like small GTPases OS=Leishmania infantum OX=5671 GN=LINF_290005800 PE=4 SV=1"
"1323","Putative ras-related protein rab-2a OS=Leishmania infantum OX=5671 GN=LINF_320026400 PE=4 SV=1"
"1324","Putative ras-related protein rab-5 OS=Leishmania infantum OX=5671 GN=LINF_180016700 PE=1 SV=1"
"1325","Putative reiske iron-sulfur protein OS=Leishmania infantum OX=5671 GN=LINF_350020400 PE=3 SV=2"
"1326","Putative replication Factor A 28 kDa subunit OS=Leishmania infantum OX=5671 GN=LINF_150008000 PE=3 SV=1"
"1327","Putative ribonucleoprotein p18, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_150008100 PE=4 SV=1"
"1328","Putative ribonucleoprotein p18, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_150008200 PE=4 SV=1"
"1329","Putative ribonucleoside-diphosphate reductase small chain OS=Leishmania infantum OX=5671 GN=LINF_270027600 PE=3 SV=1"
"1330","Putative ribose 5-phosphate isomerase OS=Leishmania infantum OX=5671 GN=LINF_280026200 PE=1 SV=1"
"1331","Putative ribose-phosphate pyrophosphokinase OS=Leishmania infantum OX=5671 GN=LINF_080010200 PE=3 SV=1"
"1332","Putative ribosomal protein L1a OS=Leishmania infantum OX=5671 GN=LINF_290016600 PE=3 SV=2"
"1333","Putative ribosomal protein L24 OS=Leishmania infantum OX=5671 GN=LINF_360016500 PE=3 SV=2"
"1334","Putative ribosomal protein L3 OS=Leishmania infantum OX=5671 GN=LINF_320038800 PE=3 SV=1"
"1335","Putative ribosomal protein l35a OS=Leishmania infantum OX=5671 GN=LINF_100005600 PE=3 SV=1"
"1336","Putative ribosomal protein S20 OS=Leishmania infantum OX=5671 GN=LINF_280015700 PE=3 SV=1"
"1337","Putative ribosomal RNA processing protein OS=Leishmania infantum OX=5671 GN=LINF_020008200 PE=4 SV=1"
"1338","Putative ribosome biogenesis protein OS=Leishmania infantum OX=5671 GN=LINF_200021200 PE=3 SV=1"
"1339","Putative ribulose-phosphate 3-epimerase OS=Leishmania infantum OX=5671 GN=LINF_350042200 PE=4 SV=1"
"1340","Putative RNA binding protein OS=Leishmania infantum OX=5671 GN=LINF_180010900 PE=4 SV=1"
"1341","Putative RNA binding protein OS=Leishmania infantum OX=5671 GN=LINF_320013000 PE=4 SV=1"
"1342","Putative RNA binding protein OS=Leishmania infantum OX=5671 GN=LINJ_19_0290 PE=4 SV=1"
"1343","Putative RNA binding protein rbp16 OS=Leishmania infantum OX=5671 GN=LINF_280013700 PE=4 SV=1"
"1344","Putative RNA guanylyltransferase OS=Leishmania infantum OX=5671 GN=LINJ_32_1420 PE=4 SV=1"
"1345","Putative RNA helicase OS=Leishmania infantum OX=5671 GN=LINJ_21_1820 PE=4 SV=1"
"1346","Putative RNA polymerase-like protein OS=Leishmania infantum OX=5671 GN=LINF_320018500 PE=3 SV=1"
"1347","Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_040016900 PE=4 SV=1"
"1348","Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_170011800 PE=4 SV=1"
"1349","Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_270028100 PE=4 SV=1"
"1350","Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_300016700 PE=4 SV=1"
"1351","Putative RNA-binding protein OS=Leishmania infantum OX=5671 GN=LINF_350027200 PE=4 SV=1"
"1352","Putative RNA-binding, protein OS=Leishmania infantum OX=5671 GN=LINF_320042200 PE=4 SV=1"
"1353","Putative serine palmitoyltransferase OS=Leishmania infantum OX=5671 GN=LINF_350008300 PE=3 SV=1"
"1354","Putative serine/threonine kinase OS=Leishmania infantum OX=5671 GN=LINF_070015200 PE=3 SV=1"
"1355","Putative serine/threonine protein phosphatase 2A regulatory subunit OS=Leishmania infantum OX=5671 GN=LINF_200011900 PE=4 SV=1"
"1356","Putative serine/threonine-protein kinase OS=Leishmania infantum OX=5671 GN=LINF_290033500 PE=4 SV=1"
"1357","Putative serine/threonine-protein kinase OS=Leishmania infantum OX=5671 GN=LINF_300041600 PE=4 SV=1"
"1358","Putative serine-threonine dehydratase OS=Leishmania infantum OX=5671 GN=LINF_060013000 PE=4 SV=1"
"1359","Putative short chain 3-hydroxyacyl-CoA dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_360017200 PE=3 SV=1"
"1360","Putative short chain dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_350017000 PE=3 SV=1"
"1361","Putative short chain dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_350017100 PE=4 SV=1"
"1362","Putative small GTP-binding protein Rab1 OS=Leishmania infantum OX=5671 GN=LINF_270013800 PE=4 SV=1"
"1363","Putative small GTP-binding protein Rab11 OS=Leishmania infantum OX=5671 GN=Rab11 PE=4 SV=1"
"1364","Putative small GTP-binding protein Rab18 OS=Leishmania infantum OX=5671 GN=LINF_330026900 PE=4 SV=1"
"1365","Putative small GTP-binding protein Rab28 OS=Leishmania infantum OX=5671 GN=LINF_300022000 PE=4 SV=1"
"1366","Putative small GTP-binding protein Rab7 OS=Leishmania infantum OX=5671 GN=LINF_100019000 PE=4 SV=1"
"1367","Putative small myristoylated protein-1 OS=Leishmania infantum OX=5671 GN=SMP-1 PE=4 SV=1"
"1368","Putative small nuclear ribonucleoprotein OS=Leishmania infantum OX=5671 GN=LINF_320016400 PE=4 SV=1"
"1369","Putative small Rab GTP binding protein OS=Leishmania infantum OX=5671 GN=LINF_130007100 PE=4 SV=1"
"1370","Putative small ubiquitin protein OS=Leishmania infantum OX=5671 GN=LINF_080009800 PE=4 SV=1"
"1371","Putative spermidine synthase OS=Leishmania infantum OX=5671 GN=LINF_040010800 PE=3 SV=1"
"1372","Putative S-phase kinase-associated protein OS=Leishmania infantum OX=5671 GN=LINF_110018100 PE=3 SV=1"
"1373","Putative sphingosine 1-phosphate lyase OS=Leishmania infantum OX=5671 GN=SPL PE=3 SV=1"
"1374","Putative splicing factor 3a OS=Leishmania infantum OX=5671 GN=LINF_300023100 PE=3 SV=1"
"1375","Putative splicing factor 3B subunit 1 OS=Leishmania infantum OX=5671 GN=LINF_280033100 PE=3 SV=1"
"1376","Putative sterol C-24 reductase OS=Leishmania infantum OX=5671 GN=LINF_330013700 PE=3 SV=1"
"1377","Putative succinate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_150018000 PE=4 SV=1"
"1378","Putative surface protein amastin OS=Leishmania infantum OX=5671 GN=LINF_300014200 PE=4 SV=1"
"1379","Putative thimet oligopeptidase OS=Leishmania infantum OX=5671 GN=LINF_260020700 PE=3 SV=1"
"1380","Putative threonine synthase OS=Leishmania infantum OX=5671 GN=LINF_140008500 PE=3 SV=1"
"1381","Putative Tob55 OS=Leishmania infantum OX=5671 GN=LINF_290025600 PE=4 SV=1"
"1382","Putative Transitional endoplasmic reticulum ATPase OS=Leishmania infantum OX=5671 GN=LINJ_36_1420 PE=3 SV=1"
"1383","Putative translation elongation factor 1-beta OS=Leishmania infantum OX=5671 GN=LINF_360020500 PE=3 SV=1"
"1384","Putative translation initiation factor OS=Leishmania infantum OX=5671 GN=LINF_170020200 PE=4 SV=1"
"1385","Putative trans-splicing factor OS=Leishmania infantum OX=5671 GN=LINF_330006400 PE=4 SV=1"
"1386","Putative trypanothione synthetase OS=Leishmania infantum OX=5671 GN=TRYS PE=3 SV=1"
"1387","Putative tubulin folding cofactor D OS=Leishmania infantum OX=5671 GN=LINF_240026400 PE=4 SV=1"
"1388","Putative tubulin-specific chaperone OS=Leishmania infantum OX=5671 GN=LINF_180009600 PE=4 SV=1"
"1389","Putative tyrosyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_140020100 PE=4 SV=1"
"1390","Putative ubiquitin carrier protein 4 OS=Leishmania infantum OX=5671 GN=LINF_320012400 PE=3 SV=1"
"1391","Putative ubiquitin fusion degradation protein 2 OS=Leishmania infantum OX=5671 GN=LINF_300015700 PE=4 SV=1"
"1392","Putative ubiquitin fusion degradation protein OS=Leishmania infantum OX=5671 GN=LINF_360076400 PE=3 SV=1"
"1393","Putative ubiquitin hydrolase OS=Leishmania infantum OX=5671 GN=LINF_150020800 PE=4 SV=1"
