Proteins,Eliot PAR,Clov PAR,Tato PAR,Samo PAR,Flash PAR,Gus 2 PAR, Fritz 2 PAR,Tessa 2 PAR,Fritz 1 PAR,Tessa 1 PAR,Gus 1 PAR
Galactokinase-like protein OS=Leishmania infantum OX=5671 GN=LINF_350032700 PE=3 SV=1,72,70,100,59,96,50,80,51,115,95,62
Galactose_oxidase_-_central_domain/Kelch_motif/Do main_of_uncharacterized_function_(DUF4110)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160005800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Gamma-ECS OS=Leishmania infantum OX=5671 GN=GSH1 PE=3 SV=1,14,29,49,41,43,36,28,47,18,22,39
Gamma-soluble_NSF_attachment_protein_(SNAP-gamma)_(N-ethylmaleimide-sensitive_factor_attachment_protein_-_gamma)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340011000 PE=3 SV=1,2,2,5,6,6,3,5,3,5,6,8
"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase OS=Leishmania infantum OX=5671 GN=LINF_350058100 PE=3 SV=1",1,1,2,2,2,1,0,1,1,2,3
GDP-mannose pyrophosphorylase OS=Leishmania infantum OX=5671 GN=GDPMP PE=4 SV=1,55,42,29,12,44,39,43,49,50,54,54
Gim5A_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350042400 PE=4 SV=1,59,52,86,74,90,73,78,81,120,64,74
Glucokinase OS=Leishmania infantum OX=5671 GN=LINF_360030300 PE=4 SV=1,4,5,9,5,4,1,10,3,3,6,5
Glucosamine 6-phosphate N-acetyltransferase OS=Leishmania infantum OX=5671 GN=LINF_280039500 PE=3 SV=1,8,4,4,5,9,7,6,5,9,7,6
Glucosamine-6-phosphate isomerase OS=Leishmania infantum OX=5671 GN=LINF_320040100 PE=3 SV=1,18,12,14,30,23,17,24,16,18,13,15
"Glucose transporter, lmgt1 OS=Leishmania infantum OX=5671 GN=LINF_360073600 PE=4 SV=2",0,0,0,0,0,0,0,0,0,0,0
"Glucose transporter, lmgt2 OS=Leishmania infantum OX=5671 GN=LINF_360072900 PE=3 SV=1",3,2,8,9,6,5,10,21,2,13,4
Glucose-6-phosphate 1-dehydrogenase OS=Leishmania infantum OX=5671 GN=g6pdh PE=3 SV=1,54,33,48,39,45,47,51,58,48,32,63
Glucose-6-phosphate 1-epimerase OS=Leishmania infantum OX=5671 GN=LINF_340040800 PE=3 SV=1,17,31,24,24,23,15,21,22,34,37,19
Glucose-6-phosphate isomerase OS=Leishmania infantum OX=5671 GN=PGI PE=3 SV=1,77,78,122,106,122,124,101,141,221,120,120
Glucosidase_II_beta_subunit-like_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260014900 PE=4 SV=1,3,6,0,13,4,0,7,1,4,4,5
Glutamate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_280037300 PE=3 SV=1,92,71,104,23,57,69,81,83,81,37,94
Glutamate_5-kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260033000 PE=3 SV=1,1,0,0,0,4,0,1,0,6,1,2
Glutamate-5-semialdehyde dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_320038900 PE=3 SV=1,5,6,6,9,7,4,5,4,4,4,2
Glutamine amidotransferase OS=Leishmania infantum OX=5671 GN=LINF_220006100 PE=4 SV=1,16,16,25,19,13,14,32,12,18,10,13
Glutamine--fructose-6-phosphate transaminase (isomerizing) OS=Leishmania infantum OX=5671 GN=LINF_060015200 PE=4 SV=1,3,2,0,2,0,1,1,2,2,2,0
Glutamine--tRNA ligase OS=Leishmania infantum OX=5671 GN=LINF_150022500 PE=3 SV=1,15,26,20,22,21,16,34,15,33,18,15
Glutaminyl_cyclase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_050014700 PE=4 SV=1,1,0,3,4,2,3,2,4,2,7,3
Glutamyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_300038100 PE=3 SV=1,3,6,9,11,27,29,16,32,12,7,24
Glutaredoxin/Glutathione_S-transferase_-_N-terminal_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_260020400 PE=4 SV=1,6,4,2,6,3,2,2,1,3,4,3
Glutathione peroxidase OS=Leishmania infantum OX=5671 GN=LINF_260013100 PE=3 SV=1,32,32,42,35,42,31,24,23,37,32,39
Glutathione synthetase OS=Leishmania infantum OX=5671 GN=LINF_140015200 PE=3 SV=1,9,15,14,12,18,10,28,12,7,12,13
Glutathione-S-transferase/glutaredoxin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140021300 PE=4 SV=1,1,3,1,9,3,1,13,2,4,1,3
Glyceraldehyde-3-phosphate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_300035000 PE=3 SV=1,149,235,161,106,156,171,217,175,214,208,173
Glyceraldehyde-3-phosphate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_360030600 PE=3 SV=1,111,88,81,36,54,30,48,64,86,60,35
Glyceraldehyde-3-phosphate dehydrogenase-like protein OS=Leishmania infantum OX=5671 GN=LINF_350053100 PE=3 SV=1,7,8,10,7,10,8,7,7,4,9,9
Glycerol kinase OS=Leishmania infantum OX=5671 GN=LINF_350036100 PE=3 SV=1,10,10,11,11,23,16,21,9,19,25,19
Glycerol-3-phosphate acyl transferase OS=Leishmania infantum OX=5671 GN=GAT PE=4 SV=1,2,3,0,1,4,0,3,2,1,1,2
Glycerol-3-phosphate dehydrogenase [NAD(+)] OS=Leishmania infantum OX=5671 GN=GPD PE=3 SV=1,40,26,31,46,38,25,42,21,35,33,25
Glycerol-3-phosphate dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_280007300 PE=3 SV=2,23,24,22,30,28,25,30,19,29,22,26
Glycerophosphoryl_diester_phosphodiesterase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280027700 PE=4 SV=1,4,2,4,2,1,3,3,5,2,6,4
Glycerophosphoryl_diester_phosphodiesterase_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240027800 PE=4 SV=1,11,11,7,15,14,9,11,5,9,10,7
Glycine cleavage system H protein OS=Leishmania infantum OX=5671 GN=GCVH PE=3 SV=1,13,9,11,7,14,10,8,9,18,9,11
Glycine cleavage system P protein OS=Leishmania infantum OX=5671 GN=GCVP PE=3 SV=1,6,30,17,3,9,6,2,5,13,24,9
Glycogen synthase kinase 3 OS=Leishmania infantum OX=5671 GN=GSK3 PE=3 SV=1,20,19,33,21,34,21,33,25,28,16,22
Glycoprotein_96-92_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280028900 PE=4 SV=1,0,0,8,3,0,0,6,10,1,0,4
Glycosomal membrane like protein OS=Leishmania infantum OX=5671 GN=LINF_240006200 PE=4 SV=1,6,4,4,5,7,3,5,1,6,5,6
Glycosomal membrane protein-like protein OS=Leishmania infantum OX=5671 GN=LINF_280029300 PE=4 SV=1,7,3,3,3,2,0,2,0,0,4,1
Glycosomal_membrane_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280029400 PE=4 SV=1,46,45,46,42,41,56,49,43,43,51,50
Glycosome import protein OS=Leishmania infantum OX=5671 GN=PEX2 PE=3 SV=1,0,0,0,1,0,0,2,0,1,0,0
Glycosyltransferase_(GlcNAc)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_170017300 PE=4 SV=1,1,0,1,2,0,1,0,1,1,1,1
Glycylpeptide N-tetradecanoyltransferase OS=Leishmania infantum OX=5671 GN=NMT PE=3 SV=1,15,12,24,20,25,13,26,15,8,11,16
Glyoxalase I OS=Leishmania infantum OX=5671 GN=GLO1 PE=3 SV=1,0,1,1,0,2,0,2,0,1,1,1
Glyoxalase II OS=Leishmania infantum OX=5671 GN=Glo2 PE=1 SV=1,4,10,9,8,13,11,7,11,19,14,14
GMP reductase OS=Leishmania infantum OX=5671 GN=GMPR PE=3 SV=1,35,18,24,39,31,37,39,24,24,26,26
GMP-PDE_-_delta_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270027100 PE=3 SV=1,11,8,11,10,11,15,11,10,15,9,12
GNL3L/Grn1_putative_GTPase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190007200 PE=4 SV=1,0,1,1,1,0,0,4,0,0,1,0
Golgi_reassembly_stacking_protein_(GRASP_homologu e)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330032900 PE=4 SV=1,3,7,5,6,6,4,3,4,4,7,3
GPR1/FUN34/yaaH_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030008600 PE=3 SV=1,5,8,0,2,6,0,4,3,3,6,4
GPR1/FUN34/yaaH_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030008700 PE=3 SV=1,2,4,0,0,1,0,2,0,0,2,1
GRAM_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040007500 PE=4 SV=1,12,16,17,12,10,13,12,25,26,8,20
GRIP domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_11_0070 PE=4 SV=1,3,3,14,16,17,28,16,15,12,36,29
GrpE protein homolog OS=Leishmania infantum OX=5671 GN=LINF_300012500 PE=3 SV=1,14,13,13,14,16,15,13,10,18,13,17
GTPase_activating_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360075000 PE=4 SV=1,2,2,1,1,2,1,2,3,2,1,3
GTP-binding nuclear protein OS=Leishmania infantum OX=5671 GN=LINF_250020400 PE=3 SV=1,31,28,31,27,31,31,30,31,32,30,27
Guanine deaminase OS=Leishmania infantum OX=5671 GN=LINF_290014000 PE=3 SV=1,12,11,3,6,9,5,11,2,8,10,5
Guanine nucleotide-binding protein beta subunit-like protein OS=Leishmania infantum OX=5671 GN=LINF_240006000 PE=4 SV=1,5,4,4,4,4,2,3,0,0,2,2
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LACK1 PE=2 SV=1,100,123,82,94,90,68,88,70,87,99,68
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_060005200 PE=3 SV=1,89,95,83,62,90,74,93,95,135,94,71
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_080009200 PE=3 SV=1,35,32,39,28,41,11,45,12,32,27,19
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_100014500 PE=3 SV=1,6,8,4,3,8,2,10,3,7,6,5
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_140011200 PE=3 SV=1,3,6,2,3,3,0,4,1,2,2,1
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_180013500 PE=3 SV=2,4,6,1,4,5,2,3,2,2,4,2
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_190015400 PE=3 SV=1,6,9,5,5,4,4,5,5,3,7,3
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_190021900 PE=3 SV=1,4,7,3,3,4,1,5,3,8,4,1
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_210005900 PE=3 SV=1,2,3,1,0,2,0,2,2,1,2,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_220018600 PE=3 SV=1,0,2,2,2,0,2,3,2,0,0,1
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_240025100 PE=3 SV=1,3,6,1,3,5,3,5,2,4,4,5
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_240028800 PE=3 SV=1,0,2,0,1,2,0,0,0,0,1,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_250009500 PE=3 SV=1,6,8,5,8,5,2,6,3,6,8,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_270018900 PE=3 SV=1,18,25,15,17,17,16,24,15,19,20,15
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_280016800 PE=3 SV=1,7,9,1,2,5,4,5,5,4,8,3
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_290012400 PE=3 SV=1,1,3,0,2,2,1,2,2,0,0,1
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_300009200 PE=3 SV=1,2,2,4,2,2,1,1,2,1,3,1
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_300039800 PE=3 SV=1,3,8,6,1,4,0,2,5,10,5,2
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINF_360051300 PE=3 SV=1,4,8,4,5,5,2,3,2,3,4,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINJ_17_0280 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Guanine nucleotide-binding protein subunit beta-like protein OS=Leishmania infantum OX=5671 GN=LINJ_33_0780 PE=3 SV=1,0,2,0,0,3,1,0,0,0,1,0
Guanylate kinase OS=Leishmania infantum OX=5671 GN=LINF_330018400 PE=3 SV=1,1,3,4,4,5,4,3,10,2,2,7
Guide_RNA_associated_protein_-_GAP2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220011900 PE=4 SV=1,16,13,15,14,16,14,13,12,11,14,15
Guide_RNA_binding_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_080016600 PE=4 SV=1,2,0,2,2,3,1,0,3,0,2,2
H(+)-exporting diphosphatase OS=Leishmania infantum OX=5671 GN=LINF_310018700 PE=3 SV=1,86,79,123,63,88,86,74,131,106,93,114
H(+)-transporting two-sector ATPase OS=Leishmania infantum OX=5671 GN=LINF_340044200 PE=3 SV=1,81,80,72,79,68,79,79,91,94,93,88
H/ACA ribonucleoprotein complex subunit OS=Leishmania infantum OX=5671 GN=LINF_340050700 PE=3 SV=1,5,8,7,7,6,6,8,6,6,7,6
H1 histone-like protein OS=Leishmania infantum OX=5671 GN=LINF_330042600 PE=4 SV=1,0,1,0,0,0,4,10,2,2,0,5
Haloacid dehalogenase-like hydrolase-like protein OS=Leishmania infantum OX=5671 GN=LINF_280019300 PE=4 SV=1,6,8,6,6,9,2,11,7,4,8,2
Haloacid_dehalogenase-like_hydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280019500 PE=4 SV=1,4,8,7,5,9,5,6,8,3,3,9
Haloacid_dehalogenase-like_hydrolase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360069000 PE=4 SV=1,59,49,43,65,69,45,72,40,55,40,41
HD_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320032300 PE=4 SV=1,3,4,8,2,7,2,7,5,2,5,3
HEAT repeat-containing protein 1 OS=Leishmania infantum OX=5671 GN=LINF_260023200 PE=3 SV=1,19,27,15,19,24,8,22,7,15,21,7
Heat shock protein 70-related protein OS=Leishmania infantum OX=5671 GN=HSP70.4 PE=3 SV=1,152,152,144,152,132,129,151,92,152,141,124
Heat shock protein 83-1 OS=Leishmania infantum OX=5671 GN=HSP83-2 PE=3 SV=1,319,470,400,479,480,245,432,236,343,342,196
HEAT_repeats/HEAT_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180011900 PE=4 SV=1,29,36,37,36,46,24,44,30,45,25,32
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280017800 PE=3 SV=1,201,198,175,222,171,177,197,164,184,181,169
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300030000 PE=3 SV=1,198,206,210,223,197,205,215,193,226,255,172
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300030200 PE=3 SV=1,369,449,414,451,353,359,369,320,331,473,308
Heat_shock_70-related_protein_1_-_mitochondrial_precursor_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300030600 PE=3 SV=1,368,447,413,451,352,359,368,318,329,471,306
Heat_shock_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330033000 PE=3 SV=1,75,81,72,81,87,46,87,47,99,74,50
Heat_shock_protein_110_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180019100 PE=4 SV=1,217,239,220,243,256,190,259,178,273,205,187
Heat_shock_protein_20_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290032200 PE=3 SV=1,4,13,12,15,16,3,11,4,15,12,5
Heat_shock_protein_90_-_putative OS=Leishmania infantum OX=5671 GN=LPG3 PE=3 SV=1,45,77,42,69,42,58,73,61,69,72,56
Heat_shock_protein_DNAJ_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220005800 PE=4 SV=1,5,6,3,6,9,3,9,2,4,3,2
Heat_shock_protein_DNAJ_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270032200 PE=3 SV=1,91,110,95,98,83,79,109,86,111,81,78
Heat_shock_protein_Hsp20_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320028900 PE=4 SV=1,6,10,10,11,8,8,15,6,8,8,9
HEAT-like_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_070012900 PE=3 SV=1,2,9,3,4,3,2,5,2,3,5,3
HECT-domain_(Ubiquitin-transferase)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320016600 PE=4 SV=1,13,32,23,27,29,12,38,18,25,15,19
High_mobility_group_protein_homolog_tdp-1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290013700 PE=4 SV=1,0,0,0,4,0,0,23,17,0,0,0
Histidine_phosphatase_superfamily_(Branch_1)_-__p utative OS=Leishmania infantum OX=5671 GN=LINF_090011500 PE=4 SV=1,9,9,13,6,6,5,8,5,14,14,4
Histidine_phosphatase_superfamily_(Branch_1)_-_pu tative OS=Leishmania infantum OX=5671 GN=LINF_350053800 PE=4 SV=1,3,3,5,5,4,2,5,4,3,5,2
Histidine--tRNA ligase OS=Leishmania infantum OX=5671 GN=LINF_300011400 PE=3 SV=1,15,10,6,9,19,12,17,8,15,10,13
Histone H2A OS=Leishmania infantum OX=5671 GN=LINF_210016700 PE=3 SV=1,15,24,18,20,16,19,23,27,21,22,19
Histone H2B OS=Leishmania infantum OX=5671 GN=LINF_170019500 PE=3 SV=1,6,14,4,10,5,20,31,78,11,9,9
Histone H2B OS=Leishmania infantum OX=5671 GN=LINF_190005200 PE=3 SV=1,22,30,19,22,21,37,48,95,29,25,23
Histone H3 OS=Leishmania infantum OX=5671 GN=LINF_100015400 PE=3 SV=1,7,12,9,8,9,18,14,18,14,17,10
Histone H4 OS=Leishmania infantum OX=5671 GN=LINF_020005100 PE=3 SV=1,9,13,9,8,11,12,12,13,14,13,10
Histone H4 OS=Leishmania infantum OX=5671 GN=LINF_060005000 PE=3 SV=1,7,13,9,7,11,12,13,15,12,17,9
HNRNPA OS=Leishmania infantum OX=5671 GN=LINF_330007800 PE=4 SV=1,2,2,4,2,3,2,2,2,3,3,2
Holliday-junction_resolvase-like_of_SPT6 /SH2_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_330041100 PE=4 SV=1,2,4,5,5,6,0,10,2,8,3,0
Homoserine dehydrogenase OS=Leishmania infantum OX=5671 GN=LINF_070007800 PE=3 SV=1,2,2,2,1,2,0,1,4,4,3,3
Homoserine_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300036400 PE=3 SV=1,3,6,4,3,7,3,5,5,7,7,7
Hs1vu complex proteolytic subunit-like OS=Leishmania infantum OX=5671 GN=hslV PE=2 SV=1,1,2,2,2,4,7,4,6,4,6,4
Hsp70 OS=Leishmania infantum OX=5671 GN=LINF_280035000 PE=3 SV=1,463,592,584,572,492,611,556,455,533,507,458
Hsp70_protein/TPR_repeat /Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290018300 PE=4 SV=1,43,45,42,28,46,29,55,26,64,37,46
Hsp70_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350052900 PE=4 SV=1,11,13,7,15,17,14,11,8,12,13,15
Hydrolase_-_alpha/beta_fold_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280021800 PE=4 SV=1,14,3,14,11,12,4,30,15,10,2,19
Hydrolase-like protein OS=Leishmania infantum OX=5671 GN=LINF_170017700 PE=4 SV=1,2,0,2,2,1,2,2,4,1,1,3
Hydrophilic acylated surface protein a OS=Leishmania infantum OX=5671 GN=HASPA1 PE=4 SV=1,15,15,16,14,8,13,25,11,9,26,26
Hypothetical predicted multipass transmembrane protein OS=Leishmania infantum OX=5671 GN=LINF_240016100 PE=4 SV=1,5,3,0,7,5,0,2,0,4,2,1
Hypothetical predicted multi-pass transmembrane protein OS=Leishmania infantum OX=5671 GN=LINF_240024500 PE=4 SV=1,1,3,1,3,1,1,3,2,2,1,3
Hypothetical predicted multi-pass transmembrane protein OS=Leishmania infantum OX=5671 GN=LINF_240028500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical predicted transmembrane protein OS=Leishmania infantum OX=5671 GN=LINF_240009200 PE=4 SV=2,6,4,2,6,6,3,3,4,2,4,2
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_050015850 PE=4 SV=1,2,1,1,1,0,3,1,2,2,4,3
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_080015800 PE=4 SV=1,17,38,12,32,24,34,27,38,33,37,34
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_190007900 PE=4 SV=1,6,11,3,8,6,7,9,6,7,4,5
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_240013500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein OS=Leishmania infantum OX=5671 GN=LINF_330005100 PE=4 SV=1,4,5,2,1,3,2,3,3,4,2,2
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090005100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090005200 PE=4 SV=1,5,7,4,11,7,5,7,8,10,6,5
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090011100 PE=4 SV=1,8,4,9,3,7,10,5,14,6,4,8
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090016900 PE=4 SV=1,68,62,73,75,72,47,53,42,77,73,40
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090018300 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090018700 PE=4 SV=1,2,2,2,1,1,2,2,2,2,1,1
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090019000 PE=4 SV=1,1,0,2,1,1,0,1,0,0,1,0
Hypothetical_protein_-__conserved OS=Leishmania infantum OX=5671 GN=LINF_090021000 PE=4 SV=1,0,0,3,1,1,0,0,0,4,0,1
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_010005700 PE=4 SV=1,0,0,0,2,2,1,2,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_010008300 PE=4 SV=1,2,2,2,3,3,1,3,2,3,3,3
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_010012500 PE=4 SV=1,1,1,1,0,2,2,0,1,0,1,5
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_020005500 PE=4 SV=1,0,0,2,2,0,0,1,0,0,1,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_020005900 PE=4 SV=1,3,9,4,2,5,4,6,4,6,11,3
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_020007800 PE=4 SV=1,0,2,2,0,0,2,2,1,3,4,1
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_020010800 PE=4 SV=1,20,16,15,14,13,19,18,19,22,20,18
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_030011300 PE=4 SV=1,5,5,4,3,4,3,3,3,2,5,2
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_030012600 PE=4 SV=1,4,5,6,7,6,6,4,6,4,5,6
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_030014700 PE=4 SV=1,7,6,4,7,3,5,6,6,7,8,7
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040005600 PE=4 SV=1,1,2,0,1,0,1,0,5,4,1,1
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040006400 PE=4 SV=1,7,6,4,6,6,4,7,1,7,5,4
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040007300 PE=4 SV=1,0,0,0,0,0,0,0,2,2,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040007400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040011400 PE=4 SV=1,1,0,1,3,2,4,2,2,2,0,1
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_040015000 PE=4 SV=1,6,9,6,7,6,5,12,8,16,5,6
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050008400 PE=4 SV=1,0,1,0,0,1,1,1,2,1,1,2
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050009500 PE=4 SV=1,8,11,9,9,17,2,10,6,13,14,4
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050010900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050013000 PE=4 SV=1,3,2,5,12,5,1,6,2,5,4,7
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_050013400 PE=4 SV=1,4,7,5,4,8,3,4,2,3,9,2
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_060010500 PE=4 SV=1,2,4,2,2,2,3,2,4,5,3,3
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_060014900 PE=4 SV=1,6,4,5,4,3,5,8,4,7,6,6
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_060016800 PE=4 SV=2,14,7,5,10,7,4,12,8,12,10,8
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_060017000 PE=4 SV=1,0,0,0,0,0,0,0,1,3,0,1
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_070007400 PE=4 SV=1,6,10,3,10,7,8,11,6,6,10,5
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_070012000 PE=4 SV=1,50,48,42,46,57,55,52,54,37,30,44
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_070012200 PE=4 SV=1,3,7,2,6,7,6,2,6,2,6,5
Hypothetical_protein_-_conserved OS=Leishmania infantum OX=5671 GN=LINF_070018100 PE=4 SV=1,1,0,2,0,1,1,3,4,1,0,6
